user_id,first_name ,last_name,date ,steps ,workouts ,calories_in,calories_out,join_date
5888,Harrison,Young,5/20/2023,7099,medium,2396,2391,4/12/2025
5889,Emily,Davis,6/8/2023,3705,medium,2143,2558,11/2/2023
5890,Chloe,Nelson,6/24/2024,4112,easy,2955,2374,7/26/2023
5891,Ava,King,8/6/2024,12373,none,2632,2425,4/7/2025
5892,Adam,Carter,12/26/2025,13775,none,2229,2572,12/29/2025
5893,Thomas,Davis,6/8/2023,12212,easy,2022,2390,2/16/2024
5894,Adam,Evans,3/17/2025,10593,medium,1803,2650,7/27/2024
5895,Joshua,Martin,12/9/2023,14443,easy,2312,2339,6/28/2024
5896,Harrison,Adams,11/20/2023,7629,medium,2895,2915,3/18/2023
5897,Ella,Brown,3/24/2024,12217,easy,2769,2999,12/21/2024
5898,Dylan,Allen,9/25/2025,5764,hard,2808,2927,2/13/2024
5899,Emily,Moore,6/12/2023,3709,none,2221,2493,3/29/2025
5900,Owen,Hill,9/28/2025,8306,medium,2881,2420,4/15/2025
5901,Owen,Walker,6/6/2023,7639,hard,2212,2873,9/17/2023
5902,Chloe,Robinson,3/14/2024,2293,hard,2097,2625,9/21/2024
5903,Joshua,Nelson,2/13/2025,2318,hard,2881,2599,11/26/2024
5904,Sophia,Allen,7/4/2023,4469,easy,2990,2534,5/5/2024
5905,Sophia,Evans,10/4/2025,11816,none,2345,2202,7/12/2024
5906,Lily,Hall,9/10/2025,5829,hard,2351,2749,12/26/2025
5907,Charles,Hall,10/5/2025,6306,hard,2939,2313,4/17/2023
5908,Mia,Evans,9/29/2024,4892,easy,2636,2546,8/30/2024
5909,Ella,Martin,6/1/2024,2444,hard,2297,2781,5/9/2025
5910,Michael,Young,8/12/2023,4438,none,2061,2447,11/21/2025
5911,Mia,Wright,4/16/2025,13285,hard,2158,2200,8/30/2025
5912,Charles,Robinson,1/5/2025,2398,hard,2947,2505,6/19/2025
5913,Grace,Young,5/24/2024,2303,none,2182,2935,11/27/2025
5914,Charlotte,Young,12/26/2025,7358,easy,2501,2255,11/12/2023
5915,Lily,Johnson,2/11/2023,5120,medium,2771,2498,10/13/2023
5916,Adam,Brown,3/2/2025,2850,easy,1903,2337,3/30/2023
5917,Emma,Nelson,11/6/2023,2862,none,2265,2247,11/13/2023
5918,Thomas,Brown,11/2/2024,11034,none,2135,2503,11/14/2025
5919,Grace,Young,6/17/2023,9012,easy,2709,2774,12/26/2024
5920,Thomas,Hill,9/21/2024,14257,medium,2752,2227,1/27/2023
5921,Harrison,Davis,5/31/2025,13799,medium,2226,2303,8/31/2025
5922,Emily,Davis,7/10/2025,8959,none,2452,2983,4/1/2023
5923,Olivia,Smith,9/19/2025,5946,easy,2083,2349,10/7/2024
5924,Eli,Hernandez,3/17/2024,4146,none,2433,2786,9/19/2025
5925,Mia,Clark,7/30/2023,11767,medium,2639,2423,3/12/2023
5926,Michael,Lee,1/23/2025,4821,hard,2756,2708,8/21/2023
5927,Sophia,Thomas,10/20/2023,13533,easy,1889,2325,9/12/2025
5928,Ryan,Nelson,6/25/2024,14308,hard,2719,2903,3/25/2023
5929,Luke,Evans,12/29/2024,11752,medium,2099,2708,10/26/2024
5930,Isabella,Moore,7/4/2023,9483,hard,2861,2426,11/16/2025
5931,Emma,Evans,6/18/2023,13765,medium,2763,2289,6/2/2024
5932,Theodore,Hill,2/8/2023,4236,easy,2687,2514,2/27/2023
5933,Sophia,Moore,11/13/2023,2850,easy,2145,2882,3/17/2024
5934,Harrison,Hill,4/1/2023,5267,none,2174,2760,4/17/2025
5935,Ella,Lewis,8/29/2023,8055,medium,2548,2781,4/19/2023
5936,Finn,Mitchell,8/31/2025,5789,none,2638,2357,6/21/2023
5937,Isabella,Lee,3/28/2025,6991,none,2792,2200,12/27/2025
5938,Joshua,Wilson,5/28/2025,13112,medium,2617,2508,2/16/2025
5939,Harrison,Robinson,11/18/2024,3542,none,2112,2681,8/4/2025
5940,Ryan,Perez,2/17/2024,13004,medium,1884,2742,5/9/2025
5941,Olivia,Adams,5/23/2023,5382,easy,2011,2960,12/19/2023
5942,Sophia,Thomas,2/21/2023,6554,easy,2381,2936,7/23/2024
5943,Andrew,Carter,7/8/2025,10791,hard,2725,2962,5/20/2023
5944,Ava,Adams,3/10/2023,7097,none,2720,2457,3/23/2023
5945,Olivia,Mitchell,2/22/2025,3441,hard,2119,2731,6/7/2023
5946,Ava,Evans,12/31/2024,6330,medium,2422,2551,11/17/2023
5947,Theodore,King,3/6/2024,9486,hard,1954,2554,1/10/2024
5948,Eli,King,8/3/2024,14313,easy,2327,2365,2/19/2023
5949,Olivia,King,3/26/2025,2977,hard,2324,2778,4/8/2023
5950,Lily,King,4/10/2024,3499,none,2330,2425,1/15/2023
5951,Harrison,Perez,1/15/2025,9486,none,2347,2600,12/16/2024
5952,Emily,Hall,6/30/2023,9080,hard,2679,2764,12/31/2023
5953,Sophia,Johnson,8/18/2023,14051,easy,2510,2952,11/11/2023
5954,Andrew,Martin,5/1/2025,7955,easy,2313,2263,12/13/2024
5955,Charlotte,Hernandez,3/18/2025,13210,medium,2097,2766,7/1/2023
5956,Andrew,Allen,10/26/2025,4305,easy,2299,2856,9/14/2023
5957,Emma,Wright,11/20/2024,10278,none,2573,2340,5/10/2025
5958,Michael,Mitchell,12/19/2024,13811,easy,2308,2785,5/3/2024
5959,Michael,Wilson,1/16/2023,2706,none,2842,2409,9/15/2023
5960,Theodore,Baker,7/28/2023,13898,hard,2800,2276,5/21/2023
5961,Emily,Evans,7/4/2025,2696,medium,2024,2438,8/13/2025
5962,Charlotte,Taylor,9/27/2023,13292,medium,2136,2820,2/21/2023
5963,Thomas,Lewis,7/1/2023,14939,easy,2841,2287,11/29/2025
5964,Ella,Allen,3/12/2024,7215,none,2143,2938,12/4/2023
5965,Amelia,King,4/2/2025,6574,none,2032,2842,2/21/2024
5966,Ella,Carter,4/26/2025,9362,none,2851,2716,11/20/2023
5967,Eli,Robinson,6/26/2025,7928,medium,2267,2230,1/27/2024
5968,Sophia,Nelson,12/5/2025,8824,none,2749,2479,7/8/2025
5969,Chloe,Walker,7/8/2023,4916,none,2180,2790,7/3/2025
5970,Lily,Hall,11/2/2023,9010,none,2315,2330,6/7/2025
5971,Ava,Baker,3/17/2024,7367,easy,1868,2964,2/28/2023
5972,Michael,Hill,2/16/2023,13820,easy,2015,2390,3/3/2024
5973,Luke,Martin,8/22/2024,8401,medium,1909,2581,3/11/2023
5974,Emily,Scott,3/19/2024,2419,easy,2261,2547,12/13/2025
5975,Finn,Robinson,7/4/2025,13920,hard,2082,2667,12/29/2025
5976,Andrew,Scott,8/15/2023,4986,medium,2564,2770,8/14/2025
5977,Andrew,Davis,4/16/2025,5482,hard,2877,2479,6/6/2024
5978,Andrew,Martin,7/11/2023,7099,medium,2517,2980,11/27/2024
5979,Charlotte,Perez,3/10/2024,5196,medium,2397,2228,3/7/2024
5980,Isabella,Hernandez,1/20/2024,4725,easy,2503,2491,1/23/2024
5981,Emily,Hall,10/9/2025,4177,easy,1891,2418,6/14/2025
5982,Ella,Hall,4/28/2025,3233,hard,1910,2613,3/16/2024
5983,Theodore,Wilson,5/25/2024,8781,none,2364,2227,6/16/2024
5984,Charlotte,Lee,3/25/2024,2013,none,2182,2675,9/30/2025
5985,Charlotte,Young,5/22/2023,3979,medium,1800,2523,8/24/2024
5986,Harrison,Scott,12/30/2023,12497,easy,2151,2547,6/26/2025
5987,Mia,Robinson,12/7/2023,3202,medium,2934,2319,8/20/2025
5988,Theodore,Hill,6/15/2023,2442,medium,2819,2873,4/3/2023
5989,Zachary,Lee,10/10/2023,11998,medium,2029,2364,6/9/2024
5990,Charles,Perez,2/5/2025,11028,none,2391,2322,11/25/2023
5991,Luke,Davis,8/9/2025,3978,easy,2177,2982,3/16/2025
5992,Andrew,Clark,11/15/2025,2999,easy,2151,2312,11/5/2025
5993,Adam,Perez,4/3/2025,2862,easy,2804,2628,3/20/2024
5994,Theodore,Nelson,9/18/2023,11740,medium,2127,2371,6/20/2023
5995,Ella,Walker,8/3/2024,5082,none,2914,2290,2/4/2024
5996,Finn,Adams,10/31/2024,4381,medium,2364,2704,2/26/2024
5997,Charles,Smith,3/8/2024,2083,medium,2001,2254,4/18/2025
5998,Adam,Hall,10/11/2024,7955,medium,2703,2907,5/29/2025
5999,Owen,Lee,9/28/2025,5060,easy,2911,2755,5/22/2023
6000,Emma,Carter,3/17/2023,4036,easy,2463,2336,10/6/2024
6001,Dylan,Davis,4/10/2023,6314,none,2031,2881,1/6/2024
6002,Mia,King,6/9/2024,14673,none,2780,2477,7/3/2023
6003,Harrison,Johnson,12/22/2024,10185,hard,2367,2541,8/3/2024
6004,Sophia,Nelson,9/29/2023,8091,easy,2154,2355,2/28/2025
6005,Emma,Perez,12/12/2024,4836,medium,2085,2874,1/4/2023
6006,Ella,Allen,5/20/2024,10323,hard,2931,2638,10/11/2024
6007,Grace,Smith,7/30/2023,14709,none,1899,2479,11/22/2024
6008,Grace,Hall,5/31/2025,4873,none,2777,2411,10/22/2024
6009,Michael,Scott,9/15/2024,6023,medium,2494,2253,5/16/2024
6010,Lily,Mitchell,3/16/2025,6317,medium,2801,2735,7/2/2023
6011,Eli,Allen,7/25/2024,14699,easy,2892,2984,1/15/2025
6012,Chloe,Davis,10/3/2025,11232,hard,2918,2687,10/24/2023
6013,Finn,Evans,6/5/2025,14591,medium,2071,2509,9/13/2024
6014,Joshua,Wilson,9/21/2025,2881,none,2812,2304,7/2/2024
6015,Eli,Moore,1/13/2023,5663,none,2329,2304,9/10/2025
6016,Grace,Brown,3/21/2023,3439,hard,2765,2240,1/6/2025
6017,Finn,Davis,9/30/2024,10951,easy,2463,2988,3/16/2025
6018,Ella,Wilson,5/4/2025,10541,easy,1897,2752,8/2/2023
6019,Owen,Carter,6/28/2023,7321,medium,1870,2560,10/29/2025
6020,Luke,Moore,6/27/2025,12008,hard,2953,2486,12/7/2025
6021,Ella,Johnson,5/22/2023,3029,none,1864,2476,9/26/2023
6022,Andrew,Allen,5/21/2023,3978,medium,2033,2944,9/1/2024
6023,Owen,Hall,3/14/2024,4927,medium,2139,2696,5/23/2024
6024,Ella,Hall,11/13/2024,14509,none,2831,2207,3/9/2025
6025,Amelia,Brown,6/29/2024,13953,medium,2981,2917,3/18/2023
6026,Harrison,Robinson,6/13/2024,5234,medium,2994,2985,2/2/2025
6027,Charles,Brown,7/15/2025,6873,easy,2219,2421,7/14/2024
6028,Charlotte,Scott,8/2/2024,2007,hard,2751,2819,9/27/2024
6029,Charlotte,Mitchell,12/30/2023,7808,none,1800,2607,1/28/2023
6030,Ella,Hernandez,9/27/2025,5694,none,2470,2809,3/20/2025
6031,Charlotte,Taylor,4/29/2023,7665,easy,2951,2926,11/11/2023
6032,Emily,Mitchell,2/28/2023,3754,easy,2160,2458,5/21/2024
6033,Andrew,Wilson,12/10/2024,11634,none,2072,2797,6/11/2024
6034,Harrison,Baker,6/3/2025,8948,none,2898,2568,4/1/2025
6035,Andrew,Thomas,3/2/2023,7406,easy,2607,2492,8/28/2025
6036,Harrison,Taylor,9/24/2025,3535,none,2077,2406,5/22/2025
6037,Dylan,Thomas,11/4/2024,7222,easy,2217,2244,2/24/2023
6038,Emily,King,12/14/2024,14921,easy,2000,2372,11/21/2025
6039,Dylan,Hill,10/21/2024,13982,medium,2298,2387,8/26/2023
6040,Michael,Thomas,5/31/2025,12023,none,2136,2676,6/15/2025
6041,Ava,Moore,1/6/2024,10309,easy,2331,2317,6/14/2025
6042,Charlotte,King,6/9/2025,4641,medium,2679,2340,12/29/2025
6043,Emily,Lewis,6/22/2024,11068,hard,1817,2927,10/13/2023
6044,Ella,Robinson,8/22/2023,11225,medium,1916,2796,6/25/2023
6045,Zachary,Taylor,12/2/2024,10165,none,2112,2526,2/22/2025
6046,Thomas,King,12/19/2023,6439,medium,2304,2355,3/25/2023
6047,Olivia,Young,3/20/2023,2577,hard,2406,2329,7/8/2023
6048,Lily,Wright,6/29/2023,4363,easy,1883,2570,9/29/2024
6049,Thomas,Lewis,7/11/2025,4020,hard,2487,2644,9/6/2024
6050,Charlotte,Mitchell,12/14/2024,8023,none,2046,2565,2/8/2025
6051,Michael,Young,3/29/2023,8788,hard,2014,2982,7/15/2024
6052,Owen,Adams,1/22/2023,5368,hard,2369,2248,7/9/2023
6053,Owen,King,8/18/2024,4203,easy,1834,2714,6/26/2023
6054,Dylan,Robinson,7/2/2024,3966,easy,2895,2360,7/28/2025
6055,Joshua,Baker,4/9/2024,6695,none,1810,2641,4/10/2023
6056,Finn,Perez,10/12/2023,13868,easy,2976,2551,1/20/2024
6057,Lily,Robinson,3/19/2024,6895,none,2627,2374,11/8/2024
6058,Theodore,Wright,9/18/2024,13944,hard,2377,2636,8/3/2024
6059,Charles,Scott,11/20/2025,10727,medium,1962,2817,4/23/2024
6060,Theodore,Taylor,10/10/2023,8480,medium,2312,2290,4/18/2025
6061,Ava,Johnson,10/13/2025,5256,none,1827,2731,11/26/2024
6062,Zachary,Hernandez,1/27/2024,2014,medium,1967,2321,12/27/2023
6063,Emma,Young,11/11/2023,11666,easy,2427,2896,11/9/2025
6064,Joshua,Moore,3/16/2023,13148,easy,2264,2593,7/29/2024
6065,Zachary,Adams,9/19/2023,6060,easy,2647,2757,8/6/2023
6066,Sophia,Wright,10/1/2025,6734,hard,2509,2256,12/25/2025
6067,Joshua,Davis,7/3/2024,6444,none,2782,2737,7/20/2023
6068,Zachary,Clark,8/8/2023,7588,medium,2109,2265,10/4/2023
6069,Chloe,Scott,8/7/2025,5613,hard,2977,2688,6/3/2024
6070,Charles,Taylor,12/22/2024,5602,easy,2141,2738,7/31/2025
6071,Thomas,Mitchell,1/8/2023,4139,none,2592,2671,3/25/2024
6072,Isabella,Wilson,3/23/2024,7246,hard,2472,2363,4/18/2023
6073,Emily,Brown,8/1/2024,2284,easy,2653,2253,6/5/2023
6074,Ava,Allen,5/16/2023,6751,medium,2918,2985,1/21/2025
6075,Dylan,Scott,11/2/2023,4992,easy,2275,2594,2/21/2023
6076,Andrew,Robinson,5/24/2024,10374,easy,2574,2234,9/25/2023
6077,Joshua,Davis,9/17/2025,2674,none,2391,2342,1/18/2025
6078,Ava,Scott,4/15/2025,14800,easy,2654,2298,8/7/2025
6079,Finn,Baker,12/14/2024,2023,easy,2079,2763,7/20/2025
6080,Emma,Clark,11/2/2025,5606,none,2107,2629,2/4/2024
6081,Grace,Evans,4/12/2024,8827,hard,2254,2298,12/10/2023
6082,Andrew,Taylor,3/3/2025,11935,hard,1806,2833,1/10/2025
6083,Ava,Smith,4/17/2023,6295,medium,2210,2664,3/3/2023
6084,Isabella,Clark,1/16/2023,14707,none,2091,2762,9/6/2023
6085,Charlotte,Wilson,2/28/2023,2873,none,2750,2878,2/5/2024
6086,Ella,Lewis,11/16/2024,5603,hard,1907,2883,4/14/2023
6087,Eli,Evans,1/9/2023,5769,none,2202,2706,10/6/2025
6088,Dylan,King,7/30/2023,2501,hard,2131,2596,8/3/2025
6089,Owen,Clark,3/3/2023,14658,none,2075,2330,10/16/2025
6090,Andrew,Baker,1/14/2024,13561,none,2938,2413,4/13/2025
6091,Zachary,Hall,12/6/2025,11789,easy,2796,2715,1/18/2023
6092,Owen,Wright,6/18/2023,6577,medium,2480,2316,4/17/2025
6093,Luke,Perez,5/21/2025,3662,medium,2053,2351,5/29/2024
6094,Isabella,Clark,5/21/2025,3790,hard,2103,2528,5/7/2025
6095,Emily,Baker,9/28/2024,11825,medium,2419,2214,7/2/2025
6096,Emily,Adams,6/29/2024,8872,none,2350,2425,5/29/2023
6097,Emily,Clark,7/11/2024,12090,hard,2638,2351,10/12/2025
6098,Zachary,Scott,2/15/2025,3763,medium,2507,2924,4/7/2024
6099,Emily,Scott,6/25/2023,8912,easy,2139,2579,11/7/2025
6100,Joshua,Nelson,8/9/2024,7616,hard,2108,2852,8/1/2024
6101,Thomas,Brown,4/3/2023,5659,medium,2927,2787,11/1/2024
6102,Theodore,Young,4/2/2024,4816,easy,2078,2747,8/23/2023
6103,Emily,Perez,10/17/2024,3899,medium,2340,2368,12/16/2025
6104,Amelia,Lewis,3/12/2023,2150,hard,2752,2751,6/3/2023
6105,Michael,Clark,7/17/2025,3151,none,2124,2694,3/4/2025
6106,Finn,Perez,11/23/2024,7182,hard,1919,2860,12/14/2024
6107,Joshua,Baker,4/29/2023,12171,hard,1917,2951,5/5/2023
6108,Ryan,Carter,6/20/2023,7631,none,1860,2286,10/26/2024
6109,Michael,Wright,1/10/2024,14119,hard,2886,2273,11/13/2025
6110,Emily,Mitchell,9/8/2023,8098,medium,1885,2406,4/1/2024
6111,Adam,Wright,1/7/2023,8143,hard,2768,2549,2/11/2025
6112,Owen,Adams,10/19/2025,8307,medium,2568,2854,3/11/2024
6113,Olivia,Hill,4/26/2023,7014,easy,2000,2845,1/31/2023
6114,Finn,Wilson,1/28/2023,3321,hard,2355,2939,2/20/2023
6115,Finn,Hall,7/2/2024,2915,hard,2850,2918,12/7/2025
6116,Emma,Walker,1/26/2024,9212,none,1840,2426,6/19/2025
6117,Theodore,Baker,5/18/2024,4739,none,2926,2436,2/22/2024
6118,Andrew,Davis,9/9/2024,9374,easy,2210,2533,3/1/2023
6119,Harrison,Nelson,5/27/2024,9438,medium,2055,2945,7/10/2023
6120,Michael,Scott,12/26/2025,10257,none,2083,2534,8/9/2023
6121,Ryan,Hernandez,11/7/2023,4047,easy,2170,3000,6/23/2024
6122,Luke,Perez,9/5/2025,4208,easy,2166,2544,5/23/2025
6123,Harrison,Martin,9/19/2023,13027,none,2607,2949,9/26/2025
6124,Harrison,Hill,6/19/2025,2114,medium,1827,2688,12/15/2025
6125,Charlotte,Young,5/25/2025,2167,none,2457,2643,4/22/2024
6126,Emma,Allen,1/19/2024,2583,medium,2382,2654,4/2/2025
6127,Adam,King,2/11/2024,14312,medium,2418,2647,6/15/2025
6128,Zachary,Thomas,12/11/2025,3480,hard,2950,2503,6/4/2024
6129,Zachary,Wright,1/22/2024,2903,none,2476,2621,3/12/2024
6130,Finn,Adams,1/6/2024,8606,none,2836,2357,6/25/2024
6131,Harrison,Young,4/28/2024,3662,none,1941,2242,4/23/2024
6132,Lily,Brown,10/1/2024,2031,easy,1967,2936,12/7/2023
6133,Amelia,Robinson,7/30/2023,12762,hard,2926,2922,6/10/2025
6134,Charlotte,Young,5/3/2023,5987,none,2274,2255,3/6/2024
6135,Mia,Martin,6/16/2025,5222,hard,2690,2742,3/21/2025
6136,Luke,Taylor,6/1/2024,9228,medium,1859,2360,5/2/2023
6137,Thomas,Hernandez,10/6/2023,3949,hard,2400,2448,1/7/2025
6138,Owen,Perez,8/30/2024,10117,hard,1900,2492,8/1/2025
6139,Charles,Lewis,5/8/2024,5299,none,2286,2772,10/9/2023
6140,Amelia,Martin,1/19/2023,14464,medium,2909,2999,5/4/2024
6141,Ava,Davis,10/26/2025,4051,none,1953,2542,1/5/2024
6142,Harrison,Moore,11/22/2025,4708,easy,2841,2750,6/25/2023
6143,Grace,Young,11/30/2024,3637,hard,2353,2425,11/7/2025
6144,Olivia,Walker,8/29/2025,6018,medium,2723,2583,8/8/2025
6145,Zachary,Mitchell,9/12/2025,6494,hard,1979,2241,9/7/2025
6146,Adam,Wright,6/30/2025,2958,easy,1978,2397,7/6/2025
6147,Luke,Hernandez,6/22/2025,4745,none,2380,2921,6/20/2024
6148,Dylan,Robinson,7/9/2025,3152,easy,2478,2591,6/24/2025
6149,Ava,Allen,6/9/2025,3310,none,2138,2228,1/21/2025
6150,Grace,Lee,11/12/2024,12326,easy,2787,2351,12/16/2023
6151,Andrew,Perez,2/12/2024,5476,medium,2336,2744,7/10/2024
6152,Lily,Hall,6/26/2024,11338,none,1985,2766,6/29/2023
6153,Emily,Mitchell,7/6/2023,7147,hard,2398,2717,5/16/2023
6154,Sophia,Evans,9/1/2024,3911,none,2918,2638,12/8/2024
6155,Charlotte,Smith,1/12/2024,8685,hard,2999,2237,4/11/2025
6156,Joshua,Taylor,5/12/2023,8543,easy,1891,2386,11/21/2023
6157,Grace,Martin,2/27/2023,12341,easy,2546,2983,2/4/2024
6158,Michael,Lee,3/5/2024,9482,medium,2326,2831,2/6/2023
6159,Eli,Hall,11/9/2023,7008,medium,2800,2386,6/9/2025
6160,Mia,Smith,3/22/2024,3835,hard,2856,2958,1/10/2024
6161,Lily,Hernandez,9/29/2025,13766,medium,2658,2737,1/20/2025
6162,Sophia,Evans,8/15/2023,9799,easy,1990,2440,3/18/2025
6163,Adam,Davis,1/7/2023,6794,easy,2724,2218,4/17/2023
6164,Joshua,Wilson,10/17/2023,11131,medium,2402,2379,9/10/2023
6165,Theodore,Mitchell,2/7/2024,4527,easy,2428,2667,12/7/2024
6166,Chloe,Clark,7/11/2023,8187,medium,2519,2567,3/5/2025
6167,Ella,Lee,1/31/2024,12211,easy,2024,2945,12/3/2024
6168,Owen,Clark,9/29/2024,8590,hard,2881,2339,9/29/2023
6169,Isabella,Smith,11/12/2025,2544,easy,2212,2229,10/21/2023
6170,Ella,Wright,1/25/2024,4816,medium,2159,2281,4/3/2025
6171,Isabella,Carter,2/4/2023,4830,hard,2843,2643,6/2/2025
6172,Michael,Johnson,1/31/2023,4821,easy,2385,2684,10/5/2024
6173,Harrison,Martin,10/25/2025,8002,medium,2610,2920,5/27/2024
6174,Dylan,Nelson,5/27/2024,2253,medium,2146,2459,4/2/2025
6175,Ella,King,11/30/2023,4433,hard,1997,2847,2/14/2025
6176,Grace,Carter,6/16/2025,10326,medium,2805,2475,7/30/2023
6177,Ryan,Carter,3/29/2023,5055,medium,2936,2293,10/27/2025
6178,Zachary,Hall,1/8/2025,7889,hard,2331,2631,9/27/2025
6179,Mia,Wright,7/27/2025,6045,medium,2514,2763,3/12/2025
6180,Thomas,Carter,7/11/2024,10641,hard,2748,2496,11/3/2024
6181,Andrew,Young,4/1/2024,2886,none,2275,2368,8/17/2024
6182,Grace,Johnson,2/1/2024,5781,easy,2803,2708,3/20/2024
6183,Thomas,King,8/11/2024,2899,easy,2630,2588,6/1/2025
6184,Michael,Carter,4/18/2025,3622,none,2194,2575,11/28/2024
6185,Joshua,Wright,2/23/2023,6610,easy,2934,2961,11/21/2025
6186,Harrison,Clark,10/10/2025,7094,easy,2632,2919,5/28/2024
6187,Emma,Smith,6/5/2023,10366,easy,2877,2479,10/15/2024
6188,Joshua,Johnson,6/16/2023,4392,none,2485,2779,6/24/2023
6189,Chloe,Wilson,10/3/2025,4410,easy,2389,2707,6/10/2023
6190,Sophia,Lewis,8/18/2024,13377,none,1979,2252,8/9/2024
6191,Lily,Scott,8/11/2023,11797,none,2794,2473,6/30/2025
6192,Emily,Smith,9/25/2025,2266,easy,2733,2429,7/21/2023
6193,Chloe,Wright,10/10/2024,4644,easy,2563,2481,6/24/2024
6194,Chloe,Baker,11/24/2025,3513,hard,2819,2634,4/16/2023
6195,Emily,Lewis,4/17/2025,4799,easy,1851,2807,1/19/2024
6196,Olivia,Mitchell,3/27/2025,3928,medium,2449,2390,5/23/2025
6197,Emily,Clark,2/10/2023,9215,medium,2092,2401,1/3/2024
6198,Adam,Hernandez,11/17/2023,6171,medium,2213,2448,10/23/2023
6199,Owen,Young,7/1/2023,3112,hard,2707,2285,9/19/2023
6200,Charles,Johnson,10/12/2024,11771,easy,2074,2428,2/8/2025
6201,Joshua,Lee,3/22/2024,7589,none,2562,2989,9/10/2024
6202,Michael,Johnson,4/3/2025,5528,easy,2257,2633,3/24/2024
6203,Sophia,Moore,6/19/2025,2801,none,2506,2745,1/18/2025
6204,Joshua,Moore,4/5/2024,7220,none,2156,2415,9/3/2023
6205,Emma,Robinson,6/25/2025,10051,medium,2309,2592,10/2/2024
6206,Ryan,Brown,6/15/2024,8305,easy,2271,2382,12/13/2024
6207,Adam,Nelson,1/8/2023,6050,medium,2465,2896,3/2/2025
6208,Thomas,Wilson,12/22/2025,9067,easy,2181,2329,1/4/2025
6209,Joshua,Taylor,6/30/2023,14489,medium,2060,2827,10/25/2025
6210,Sophia,Carter,12/27/2023,2854,hard,2979,2561,11/18/2025
6211,Andrew,Clark,11/23/2024,5772,easy,2936,2684,6/11/2023
6212,Harrison,Young,12/20/2024,3126,medium,2324,2426,11/21/2024
6213,Olivia,Lewis,6/17/2025,2515,easy,2288,2749,3/24/2023
6214,Sophia,Evans,10/9/2024,2342,medium,2644,2215,7/3/2023
6215,Ava,Lee,2/2/2023,2474,hard,2642,2830,8/5/2023
6216,Emma,Perez,5/24/2023,2103,medium,2398,2200,3/11/2023
6217,Mia,Nelson,7/4/2024,8537,medium,2177,2384,2/7/2025
6218,Luke,Adams,7/8/2025,13708,medium,2059,2457,2/23/2024
6219,Joshua,Lee,3/12/2025,6038,hard,1931,2239,8/28/2024
6220,Olivia,Carter,10/30/2023,3703,medium,2121,2217,1/10/2023
6221,Emily,Robinson,1/15/2023,8823,easy,2741,2259,5/12/2023
6222,Zachary,Adams,1/10/2025,4900,easy,2727,2337,6/8/2024
6223,Owen,King,10/6/2023,8640,easy,2356,2213,1/14/2024
6224,Theodore,Adams,8/23/2025,2805,none,1814,2786,2/25/2024
6225,Ella,Evans,1/31/2023,4464,medium,1964,2521,2/14/2025
6226,Sophia,Allen,7/25/2024,14130,easy,1819,2463,9/4/2024
6227,Amelia,Mitchell,8/19/2025,4545,easy,2182,2251,9/15/2024
6228,Ella,Robinson,5/2/2024,6198,easy,2052,2764,10/16/2024
6229,Theodore,Hall,8/16/2025,9077,medium,1878,2708,6/9/2024
6230,Theodore,Johnson,3/12/2024,12465,easy,2160,2333,6/30/2025
6231,Finn,Perez,4/10/2024,2788,medium,2532,2699,12/10/2023
6232,Amelia,Davis,11/14/2025,10086,medium,2165,2731,12/5/2024
6233,Mia,Taylor,12/17/2023,8005,hard,2609,2840,10/8/2023
6234,Grace,Nelson,2/13/2025,2016,none,1889,2695,12/24/2025
6235,Lily,Smith,2/21/2023,3990,hard,2685,2452,2/14/2025
6236,Emily,Hill,1/11/2025,12447,easy,2061,2724,10/23/2025
6237,Theodore,Moore,1/12/2024,8288,none,2214,2604,8/11/2024
6238,Chloe,King,1/15/2023,7241,easy,2290,2348,11/11/2025
6239,Emma,Wright,1/2/2023,11386,easy,1946,2601,12/31/2023
6240,Luke,Young,10/1/2025,3700,easy,2810,2313,3/16/2024
6241,Michael,Martin,10/10/2025,6069,medium,2464,2471,9/30/2024
6242,Harrison,Wilson,6/20/2025,8363,hard,2252,2389,3/12/2025
6243,Ava,Smith,4/22/2024,8830,easy,2314,2521,4/24/2023
6244,Andrew,Allen,6/24/2025,4736,medium,2751,2251,8/23/2023
6245,Olivia,Mitchell,6/22/2025,7622,easy,1847,2945,10/4/2024
6246,Sophia,Walker,2/9/2024,9936,medium,2850,2435,4/19/2024
6247,Zachary,Lee,7/1/2023,3398,none,2790,2651,1/5/2024
6248,Finn,Hill,7/2/2023,8756,medium,2449,2709,7/9/2023
6249,Amelia,Moore,2/2/2024,8799,medium,2998,2243,3/5/2023
6250,Isabella,Walker,3/3/2024,10778,medium,2285,2411,7/9/2024
6251,Zachary,Walker,5/19/2024,8984,none,2023,2444,5/6/2025
6252,Lily,Allen,4/17/2023,9482,medium,2328,2838,8/22/2025
6253,Thomas,Brown,8/6/2023,5983,none,1872,2953,2/14/2025
6254,Amelia,Young,9/24/2025,5485,none,2402,2887,7/29/2025
6255,Harrison,Walker,6/15/2025,7436,none,1939,2790,8/1/2025
6256,Lily,Perez,11/10/2025,5916,easy,2119,2849,5/21/2025
6257,Luke,Allen,5/10/2023,4701,easy,2848,2493,7/21/2023
6258,Andrew,Nelson,1/28/2023,4402,medium,2741,2606,1/16/2023
6259,Luke,Scott,4/7/2025,2781,none,1822,2288,12/30/2023
